code,term
L161,Emergency bypass of aorta by anastomosis of axillary artery to femoral artery
L162,Bypass of aorta by anastomosis of axillary artery to femoral artery NEC
L163,Bypass of aorta by anastomosis of axillary artery to bilateral femoral arteries
L168,Other specified extra-anatomic bypass of aorta
L169,Unspecified extra-anatomic bypass of aorta
L516,Bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC
L561,Emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to femoral artery
L562,Emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis
L563,Emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using vein graft
L568,Other specified emergency replacement of aneurysmal femoral artery
L569,Unspecified emergency replacement of aneurysmal femoral artery
L571,Replacement of aneurysmal femoral artery by anastomosis of femoral artery to femoral artery NEC
L572,Replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
L573,Replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
L578,Other specified other replacement of aneurysmal femoral artery
L579,Unspecified other replacement of aneurysmal femoral artery
L581,Emergency bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC
L582,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
L583,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
L588,Other specified other emergency bypass of femoral artery
L589,Unspecified other emergency bypass of femoral artery
L591,Bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC
L592,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
L593,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
L598,Other specified other bypass of femoral artery
L599,Unspecified other bypass of femoral artery
L601,Endarterectomy of femoral artery and patch repair of femoral artery
L602,Endarterectomy of femoral artery NEC
L603,Profundoplasty of femoral artery and patch repair of deep femoral artery
L604,Profundoplasty of femoral artery NEC
L608,Other specified reconstruction of femoral artery
L609,Unspecified reconstruction of femoral artery
L621,Repair of femoral artery NEC
L622,Open embolectomy of femoral artery
L623,Ligation of aneurysm of popliteal artery
L624,Operations on aneurysm of femoral artery NEC
L628,Other specified other open operations on femoral artery
L653,Revision of reconstruction involving femoral artery
L831,Crossover graft of saphenous vein
L902,Open thrombectomy of vein of lower limb
