Code,Term
M091,Endoscopic ultrasound fragmentation of calculus of kidney
M092,Endoscopic electrohydraulic shockwave fragmentation of calculus of kidney
M093,Endoscopic laser fragmentation of calculus of kidney
M098,Other specified therapeutic endoscopic operations on calculus of kidney
M099,Unspecified therapeutic endoscopic operations on calculus of kidney
M101,Endoscopic extirpation of lesion of kidney NEC
M102,Endoscopic pyeloplasty
M103,Endoscopic deroofing of multiple cysts of kidney
M104,Endoscopic cryoablation of lesion of kidney
M105,Endoscopic endoluminal balloon rupture of stenosis of pelviureteric junction of kidney
M108,Other specified other therapeutic endoscopic operations on kidney
M109,Unspecified other therapeutic endoscopic operations on kidney
M261,Nephroscopic laser fragmentation of calculus of ureter
M262,Nephroscopic fragmentation of calculus of ureter NEC
M263,Nephroscopic extraction of calculus of ureter
M264,Nephroscopic insertion of tubal prosthesis into ureter
M268,Other specified therapeutic nephroscopic operations on ureter
M269,Unspecified therapeutic nephroscopic operations on ureter
