code,term
A078,Other specified other open operations on tissue of brain
A095,Insertion of neurostimulator electrodes into the brain
A105,Puncture of tissue of brain NEC
A132,Maintenance of distal catheter of cerebroventricular shunt
A133,Insertion of antisyphon device into cerebroventricular shunt
A134,Renewal of valve of cerebroventricular shunt
A138,Other specified attention to component of connection from ventricle of brain
A139,Unspecified attention to component of connection from ventricle of brain
A144,Irrigation of cerebroventricular shunt
A145,Attention to cerebroventricular shunt NEC
A148,Other specified other operations on connection from ventricle of brain
A149,Unspecified other operations on connection from ventricle of brain
A168,Other specified other open operations on ventricle of brain
A178,Other specified therapeutic endoscopic operations on ventricle of brain
A179,Unspecified therapeutic endoscopic operations on ventricle of brain
A188,Other specified diagnostic endoscopic examination of ventricle of brain
A189,Unspecified diagnostic endoscopic examination of ventricle of brain
A202,Ventriculography of brain
A203,Monitoring of pressure in ventricle of brain
A208,Other specified other operations on ventricle of brain
A223,Isotopic cisternography
A228,Other specified operations on subarachnoid space of brain
A241,Primary microsurgical graft to facial nerve (vii)
A243,Microsurgical graft to facial nerve (vii) NEC
A244,Primary microsurgical graft to cranial nerve NEC
A246,Microsurgical graft to cranial nerve NEC
A248,Other specified graft to cranial nerve
A249,Unspecified graft to cranial nerve
A363,Biopsy of lesion of cranial nerve
A398,Other specified repair of dura
A399,Unspecified repair of dura
A486,Removal of spinal cord neurostimulator
A545,Removal of intrathecal drug delivery device adjacent to spinal cord
A703,Removal of peripheral nerve neurostimulator
B048,Other specified other operations on pituitary gland
L348,Other specified other open operations on cerebral artery
V036,Exploratory burrhole of cranium
V038,Other specified opening of cranium
V039,Unspecified opening of cranium
V048,Other specified reshaping of cranium
V049,Unspecified reshaping of cranium
V051,Extirpation of lesion of cranium
V052,Biopsy of lesion of cranium
V053,Elevation of depressed fracture of cranium
V054,Repair of fracture of cranium NEC
V058,Other specified other operations on cranium
V128,Other specified operations on bones of skull
V129,Unspecified operations on bones of skull
V183,Attention to external distractor of skull
V185,Removal of external distractor from skull
V188,Other specified distraction osteogenesis of bones of skull
V189,Unspecified distraction osteogenesis of bones of skull
