code,term
A364,Radial optic neurotomy (ii)
A822,Electro-oculography
A823,Multifocal electroretinography
A845,Electroretinography NEC
C546,Removal of implant or explant from sclera
C547,Maintenance of implant or explant in sclera
C549,Unspecified buckling operations for attachment of retina
C791,Vitrectomy using anterior approach
C792,Vitrectomy using pars plana approach
C793,Injection of vitreous substitute into vitreous body NEC
C801,Peel of epiretinal fibroglial membrane
C802,Peel of internal limiting membrane
C844,Retinal vascular sheathotomy
C845,Drainage of subretinal fluid through retina
C848,Other specified other operations on retina
C864,Removal of foreign body from eye NEC
C881,Transpupillary thermotherapy to subretinal lesion
C882,Photodynamic therapy to subretinal lesion
C888,Other specified destruction of subretinal lesion
C889,Unspecified destruction of subretinal lesion
C891,Insertion of sustained release device into posterior segment of eye
