Code,Term
F500,Anorexia nervosa
F501,Atypical anorexia nervosa
F502,Bulimia nervosa
F503,Atypical bulimia nervosa
F504,Overeating associated with other psychological disturbances
F505,Vomiting associated with other psychological disturbances
F508,Other eating disorders
F509,Eating disorder, unspecified
F510,Nonorganic insomnia
F511,Nonorganic hypersomnia
F512,Nonorganic disorder of the sleep-wake schedule
F513,Sleepwalking [somnambulism]
F514,Sleep terrors [night terrors]
F515,Nightmares
F518,Other nonorganic sleep disorders
F519,Nonorganic sleep disorder, unspecified
F520,Lack or loss of sexual desire
F521,Sexual aversion and lack of sexual enjoyment
F522,Failure of genital response
F523,Orgasmic dysfunction
F524,Premature ejaculation
F525,Nonorganic vaginismus
F526,Nonorganic dyspareunia
F527,Excessive sexual drive
F528,Other sexual dysfunction, not caused by organic disorder or disease
F529,Unspecified sexual dysfunction, not caused by organic disorder or disease
F530,Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified
F531,Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified
F538,Other mental and behavioural disorders associated with the puerperium, not elsewhere classified
F539,Puerperal mental disorder, unspecified
F54X,Psychological and behavioural factors associated with disorders or diseases classified elsewhere
F55X,Abuse of non-dependence-producing substances
F59X,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
