code,term
J032,Destruction of lesion of liver NEC
J033,Thermal ablation of single lesion of liver
J034,Thermal ablation of multiple lesions of liver
J038,Other specified extirpation of lesion of liver
J039,Unspecified extirpation of lesion of liver
J072,Open insertion of cannula for perfusion of liver
J073,Exploration of liver
J078,Other specified other open operations on liver
J081,Endoscopic removal of calculus from liver using laparoscope
J082,Endoscopic insertion of cannula into gall bladder using laparoscope
J083,Endoscopic microwave ablation of lesion of liver using laparoscope
J088,Other specified therapeutic endoscopic operations on liver using laparoscope
J089,Unspecified therapeutic endoscopic operations on liver using laparoscope
J091,Diagnostic endoscopic examination of liver and biopsy of lesion of liver using laparoscope
J092,Laparoscopic ultrasound examination of liver and biopsy of lesion of liver
J093,Laparoscopic ultrasound examination of liver NEC
J098,Other specified diagnostic endoscopic examination of liver using laparoscope
J099,Unspecified diagnostic endoscopic examination of liver using laparoscope
J168,Other specified other operations on liver
J181,Total cholecystectomy and excision of surrounding tissue
J191,Anastomosis of gall bladder to stomach
J192,Anastomosis of gall bladder to duodenum
J198,Other specified connection of gall bladder
J199,Unspecified connection of gall bladder
J201,Closure of fistula of gall bladder
J202,Closure of cholecystotomy
J203,Repair of perforation of gall bladder
J208,Other specified repair of gall bladder
J209,Unspecified repair of gall bladder
J213,Drainage of tissue surrounding gall bladder
J218,Other specified incision of gall bladder
J219,Unspecified incision of gall bladder
J231,Excision of lesion of gall bladder
J232,Open biopsy of lesion of gall bladder
J233,Exploration of gall bladder
J238,Other specified other open operations on gall bladder
J268,Other specified other operations on gall bladder
J314,Open removal of tubal prosthesis from bile duct
J371,Open biopsy of lesion of bile duct
J372,Operative cholangiography through cystic duct
J373,Direct puncture operative cholangiography
J374,Operative choledochoscopy NEC
J378,Other specified other open operations on bile duct
J511,Laparoscopic ultrasound examination of bile duct and biopsy of lesion of bile duct
J518,Other specified laparoscopic ultrasound examination of bile duct
J519,Unspecified laparoscopic ultrasound examination of bile duct
J588,Other specified extirpation of lesion of pancreas
J589,Unspecified extirpation of lesion of pancreas
J621,Division of annular pancreas
J628,Other specified incision of pancreas
J629,Unspecified incision of pancreas
J631,Open pancreatography through tail of pancreas
J632,Open pancreatography through papilla of Vater
J633,Open pancreatography NEC
J638,Other specified open examination of pancreas
J639,Unspecified open examination of pancreas
J725,Banding of spleen
J731,Laparoscopic ultrasound examination of pancreas and biopsy of lesion of pancreas
J738,Other specified laparoscopic ultrasound examination of pancreas
J739,Unspecified laparoscopic ultrasound examination of pancreas
