code,term
R440,Auditory hallucinations
R441,Visual hallucinations
R442,Other hallucinations
R443,Hallucinations, unspecified
R448,Other and unspecified symptoms and signs involving general sensations and perceptions
R450,Nervousness
R451,Restlessness and agitation
R452,Unhappiness
R453,Demoralization and apathy
R454,Irritability and anger
R455,Hostility
R456,Physical violence
R457,State of emotional shock and stress, unspecified
R458,Other symptoms and signs involving emotional state
R460,Very low level of personal hygiene
R461,Bizarre personal appearance
R462,Strange and inexplicable behaviour
R463,Overactivity
R464,Slowness and poor responsiveness
R465,Suspiciousness and marked evasiveness
R466,Undue concern and preoccupation with stressful events
R467,Verbosity and circumstantial detail obscuring reason for contact
R468,Other symptoms and signs involving appearance and behaviour
R480,Dyslexia and alexia
R481,Agnosia
R482,Apraxia
R488,Other and unspecified symbolic dysfunctions
