code,term
E391,Open excision of lesion of trachea
E398,Other specified partial excision of trachea
E399,Unspecified partial excision of trachea
E401,Reconstruction of trachea and anastomosis HFQ
E402,Reconstruction of trachea using graft
E403,Reconstruction of trachea NEC
E408,Other specified plastic operations on trachea
E409,Unspecified plastic operations on trachea
E431,Open destruction of lesion of trachea
E441,Excision of carina
E442,Reconstruction of carina
E443,Open biopsy of lesion of carina
E448,Other specified open operations on carina
E461,Sleeve resection of bronchus and anastomosis HFQ
E462,Excision of cyst of bronchus
E463,Excision of lesion of bronchus NEC
E464,Open destruction of lesion of bronchus
E468,Other specified partial extirpation of bronchus
E469,Unspecified partial extirpation of bronchus
E471,Open biopsy of lesion of bronchus NEC
E472,Closure of fistula of bronchus
E541,Total pneumonectomy
E542,Bilobectomy of lung
E543,Lobectomy of lung
E544,Excision of segment of lung
E545,Partial lobectomy of lung NEC
E546,Reduction of lung volume
E548,Other specified excision of lung
E551,Open decortication of lesion of lung
E552,Open excision of lesion of lung
E553,Open cauterisation of lesion of lung
E554,Open destruction of lesion of lung NEC
E558,Other specified open extirpation of lesion of lung
E559,Unspecified open extirpation of lesion of lung
E571,Repair of lung
E572,Ligation of bulla of lung
E573,Deflation of bulla of lung
L041,Pulmonary thromboendarterectomy
T011,Thoracoplasty
T053,Repair of chest wall NEC
T071,Decortication of pleura
X453,Donation of lobe of lung
