Code,Term
M484,Fatigue fracture of vertebra
M4841,Fatigue fracture of vertebra: Occipito-atlanto-axial region
M4842,Fatigue fracture of vertebra: Cervical region
M4843,Fatigue fracture of vertebra: Cervicothoracic region
S120,Fracture of first cervical vertebra
S1200,Fracture of first cervical vertebra: closed
S1201,Fracture of first cervical vertebra: open
S121,Fracture of second cervical vertebra
S1210,Fracture of second cervical vertebra: closed
S1211,Fracture of second cervical vertebra: open
S122,Fracture of other specified cervical vertebra
S1220,Fracture of other specified cervical vertebra: closed
S1221,Fracture of other specified cervical vertebra: open
S127,Multiple fractures of cervical spine
S1270,Multiple fractures of cervical spine: closed
S1271,Multiple fractures of cervical spine: open
S128,Fracture of other parts of neck
S1280,Fracture of other parts of neck: closed
S1281,Fracture of other parts of neck: open
S129,Fracture of neck, part unspecified
S1290,Fracture of neck, part unspecified: closed
S1291,Fracture of neck, part unspecified: open
S130,Traumatic rupture of cervical intervertebral disc
S131,Dislocation of cervical vertebra
S132,Dislocation of other and unspecified parts of neck
S133,Multiple dislocations of neck
S220,Fracture of thoracic vertebra
S2200,Fracture of thoracic vertebra: closed
S2201,Fracture of thoracic vertebra: open
S221,Multiple fractures of thoracic spine
S2210,Multiple fractures of thoracic spine: closed
S2211,Multiple fractures of thoracic spine: open
S230,Traumatic rupture of thoracic intervertebral disc
S231,Dislocation of thoracic vertebra
S232,Dislocation of other and unspecified parts of thorax
S320,Fracture of lumbar vertebra
S3200,Fracture of lumbar vertebra: closed
S3201,Fracture of lumbar vertebra: open
S321,Fracture of sacrum
S3210,Fracture of sacrum: closed
S3211,Fracture of sacrum: open
S322,Fracture of coccyx
S3220,Fracture of coccyx: closed
S3221,Fracture of coccyx: open
S327,Multiple fractures of lumbar spine and pelvis
S3270,Multiple fractures of lumbar spine and pelvis: closed
S3271,Multiple fractures of lumbar spine and pelvis: open
S328,Fracture of other and unspecified parts of lumbar spine and pelvis
S3280,Fracture of other and unspecified parts of lumbar spine and pelvis: closed
S3281,Fracture of other and unspecified parts of lumbar spine and pelvis: open
S330,Traumatic rupture of lumbar intervertebral disc
S331,Dislocation of lumbar vertebra
S332,Dislocation of sacroiliac and sacrococcygeal joint
S333,Dislocation of other and unspecified parts of lumbar spine and pelvis
S334,Traumatic rupture of symphysis pubis
S343,Injury of cauda equina
S344,Injury of lumbosacral plexus
T021,Fractures involving thorax with lower back and pelvis
T0210,Fractures involving thorax with lower back and pelvis: closed
T0211,Fractures involving thorax with lower back and pelvis: open
T027,Fractures involving thorax with lower back and pelvis with limb(s)
T0270,Fractures involving thorax with lower back and pelvis with limb(s): closed
T0271,Fractures involving thorax with lower back and pelvis with limb(s): open
