Code,Term
C220,Malignant neoplasm: Liver cell carcinoma
C221,Malignant neoplasm: Intrahepatic bile duct carcinoma
C222,Malignant neoplasm: Hepatoblastoma
C223,Malignant neoplasm: Angiosarcoma of liver
C224,Malignant neoplasm: Other sarcomas of liver
C227,Malignant neoplasm: Other specified carcinomas of liver
C229,Malignant neoplasm: Liver, unspecified
C23X,Malignant neoplasm of gallbladder
C240,Malignant neoplasm: Extrahepatic bile duct
C241,Malignant neoplasm: Ampulla of Vater
C248,Malignant neoplasm: Overlapping lesion of biliary tract
C249,Malignant neoplasm: Biliary tract, unspecified
C250,Malignant neoplasm: Head of pancreas
C251,Malignant neoplasm: Body of pancreas
C252,Malignant neoplasm: Tail of pancreas
C253,Malignant neoplasm: Pancreatic duct
C254,Malignant neoplasm: Endocrine pancreas
C257,Malignant neoplasm: Other parts of pancreas
C258,Malignant neoplasm: Overlapping lesion of pancreas
C259,Malignant neoplasm: Pancreas, unspecified
C787,Secondary malignant neoplasm of liver and intrahepatic bile duct
D015,Carcinoma in situ: Liver, gallbladder and bile ducts
D017,Carcinoma in situ: Other specified digestive organs
