code,term
B081,Total thyroidectomy
B082,Subtotal thyroidectomy
B083,Hemithyroidectomy
B084,Lobectomy of thyroid gland NEC
B085,Isthmectomy of thyroid gland
B086,Partial thyroidectomy NEC
B088,Other specified excision of thyroid gland
B089,Unspecified excision of thyroid gland
B091,Excision of substernal thyroid tissue
B092,Excision of sublingual thyroid tissue
B098,Other specified operations on aberrant thyroid tissue
B104,Incision of thyroglossal cyst
B108,Other specified operations on thyroglossal tissue
B121,Excision of lesion of thyroid gland
B123,Incision of lesion of thyroid gland
B124,Exploration of thyroid gland
B128,Other specified other operations on thyroid gland
T861,Sampling of cervical lymph nodes
