Code,Term
O511,Primary total prosthetic replacement of wrist joint
O515,Primary prosthetic replacement of articulation of bone of wrist
O518,Other specified prosthetic replacement of wrist joint
T526,Revision of digital fasciectomy
T562,Revision of dermofasciectomy
W012,Pollicisation of finger
W013,Reconstruction of thumb using bone graft and skin flap
W014,Reconstruction of thumb using bone lengthening procedure
W015,Opposition transfer to thumb
X203,Centralisation of carpus for correction of congenital deformity of forearm
X217,Reconstruction of radial club hand
