Code,Term
D060,Carcinoma in situ: Endocervix
D061,Carcinoma in situ: Exocervix
D067,Carcinoma in situ: Other parts of cervix
D069,Carcinoma in situ: Cervix, unspecified
D070,Carcinoma in situ: Endometrium
D071,Carcinoma in situ: Vulva
D072,Carcinoma in situ: Vagina
D073,Carcinoma in situ: Other and unspecified female genital organs
D250,Submucous leiomyoma of uterus
D251,Intramural leiomyoma of uterus
D252,Subserosal leiomyoma of uterus
D259,Leiomyoma of uterus, unspecified
D260,Other benign neoplasm: Cervix uteri
D261,Other benign neoplasm: Corpus uteri
D267,Other benign neoplasm: Other parts of uterus
D269,Other benign neoplasm: Uterus, unspecified
D27X,Benign neoplasm of ovary
D280,Benign neoplasm: Vulva
D281,Benign neoplasm: Vagina
D282,Benign neoplasm: Uterine tubes and ligaments
D287,Benign neoplasm: Other specified female genital organs
D289,Benign neoplasm: Female genital organ, unspecified
E280,Ovarian dysfunction: Estrogen excess
E281,Ovarian dysfunction: Androgen excess
E282,Polycystic ovarian syndrome
E283,Primary ovarian failure
E288,Other ovarian dysfunction
E289,Ovarian dysfunction, unspecified
E894,Postprocedural ovarian failure
I862,Pelvic varices
I863,Vulval varices
L292,Pruritus vulvae
N700,Acute salpingitis and oophoritis
N701,Chronic salpingitis and oophoritis
N709,Salpingitis and oophoritis, unspecified
N710,Acute inflammatory disease of uterus
N711,Chronic inflammatory disease of uterus
N719,Inflammatory disease of uterus, unspecified
N72X,Inflammatory disease of cervix uteri
N730,Acute parametritis and pelvic cellulitis
N731,Chronic parametritis and pelvic cellulitis
N732,Unspecified parametritis and pelvic cellulitis
N733,Female acute pelvic peritonitis
N734,Female chronic pelvic peritonitis
N735,Female pelvic peritonitis, unspecified
N736,Female pelvic peritoneal adhesions
N738,Other specified female pelvic inflammatory diseases
N739,Female pelvic inflammatory disease, unspecified
N740,Tuberculous infection of cervix uteri
N741,Female tuberculous pelvic inflammatory disease
N742,Female syphilitic pelvic inflammatory disease
N743,Female gonococcal pelvic inflammatory disease
N744,Female chlamydial pelvic inflammatory disease
N748,Female pelvic inflammatory disorders in other diseases classified elsewhere
N750,Cyst of Bartholin gland
N751,Abscess of Bartholin gland
N758,Other diseases of Bartholin gland
N759,Disease of Bartholin gland, unspecified
N760,Acute vaginitis
N761,Subacute and chronic vaginitis
N762,Acute vulvitis
N763,Subacute and chronic vulvitis
N764,Abscess of vulva
N765,Ulceration of vagina
N766,Ulceration of vulva
N768,Other specified inflammation of vagina and vulva
N770,Ulceration of vulva in infectious and parasitic diseases classified elsewhere
N771,Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere
N778,Vulvovaginal ulceration and inflammation in other diseases classified elsewhere
N800,Endometriosis of uterus
N801,Endometriosis of ovary
N802,Endometriosis of fallopian tube
N803,Endometriosis of pelvic peritoneum
N804,Endometriosis of rectovaginal septum and vagina
N805,Endometriosis of intestine
N806,Endometriosis in cutaneous scar
N808,Other endometriosis
N809,Endometriosis, unspecified
N810,Female urethrocele
N811,Cystocele
N812,Incomplete uterovaginal prolapse
N813,Complete uterovaginal prolapse
N814,Uterovaginal prolapse, unspecified
N815,Vaginal enterocele
N816,Rectocele
N818,Other female genital prolapse
N819,Female genital prolapse, unspecified
N820,Vesicovaginal fistula
N821,Other female urinary-genital tract fistulae
N822,Fistula of vagina to small intestine
N823,Fistula of vagina to large intestine
N824,Other female intestinal-genital tract fistulae
N825,Female genital tract-skin fistulae
N828,Other female genital tract fistulae
N829,Female genital tract fistula, unspecified
N830,Follicular cyst of ovary
N831,Corpus luteum cyst
N832,Other and unspecified ovarian cysts
N833,Acquired atrophy of ovary and fallopian tube
N834,Prolapse and hernia of ovary and fallopian tube
N835,Torsion of ovary, ovarian pedicle and fallopian tube
N836,Haematosalpinx
N837,Haematoma of broad ligament
N838,Other noninflammatory disorders of ovary, fallopian tube and broad ligament
N839,Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified
N840,Polyp of corpus uteri
N841,Polyp of cervix uteri
N842,Polyp of vagina
N843,Polyp of vulva
N848,Polyp of other parts of female genital tract
N849,Polyp of female genital tract, unspecified
N850,Endometrial glandular hyperplasia
N851,Endometrial adenomatous hyperplasia
N852,Hypertrophy of uterus
N853,Subinvolution of uterus
N854,Malposition of uterus
N855,Inversion of uterus
N856,Intrauterine synechiae
N857,Haematometra
N858,Other specified noninflammatory disorders of uterus
N859,Noninflammatory disorder of uterus, unspecified
N86X,Erosion and ectropion of cervix uteri
N870,Mild cervical dysplasia
N871,Moderate cervical dysplasia
N872,Severe cervical dysplasia, not elsewhere classified
N879,Dysplasia of cervix uteri, unspecified
N880,Leukoplakia of cervix uteri
N881,Old laceration of cervix uteri
N882,Stricture and stenosis of cervix uteri
N883,Incompetence of cervix uteri
N884,Hypertrophic elongation of cervix uteri
N888,Other specified noninflammatory disorders of cervix uteri
N889,Noninflammatory disorder of cervix uteri, unspecified
N890,Mild vaginal dysplasia
N891,Moderate vaginal dysplasia
N892,Severe vaginal dysplasia, not elsewhere classified
N893,Dysplasia of vagina, unspecified
N894,Leukoplakia of vagina
N895,Stricture and atresia of vagina
N896,Tight hymenal ring
N897,Haematocolpos
N898,Other specified noninflammatory disorders of vagina
N899,Noninflammatory disorder of vagina, unspecified
N900,Mild vulvar dysplasia
