code,term
O100,Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium
O109,Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium
O120,Gestational oedema
O121,Gestational proteinuria
O122,Gestational oedema with proteinuria
O13X,Gestational [pregnancy-induced] hypertension
O149,Pre-eclampsia, unspecified
O16X,Unspecified maternal hypertension
O210,Mild hyperemesis gravidarum
O212,Late vomiting of pregnancy
O218,Other vomiting complicating pregnancy
O219,Vomiting of pregnancy, unspecified
O231,Infections of bladder in pregnancy
O232,Infections of urethra in pregnancy
O233,Infections of other parts of urinary tract in pregnancy
O234,Unspecified infection of urinary tract in pregnancy
O235,Infections of the genital tract in pregnancy
O239,Other and unspecified genitourinary tract infection in pregnancy
O244,Diabetes mellitus arising in pregnancy
O249,Diabetes mellitus in pregnancy, unspecified
O25X,Malnutrition in pregnancy
O260,Excessive weight gain in pregnancy
O261,Low weight gain in pregnancy
O262,Pregnancy care of habitual aborter
O263,Retained intrauterine contraceptive device in pregnancy
O265,Maternal hypotension syndrome
O266,Liver disorders in pregnancy, childbirth and the puerperium
O267,Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium
O280,Abnormal haematological finding on antenatal screening of mother
O281,Abnormal biochemical finding on antenatal screening of mother
O282,Abnormal cytological finding on antenatal screening of mother
O283,Abnormal ultrasonic finding on antenatal screening of mother
O284,Abnormal radiological finding on antenatal screening of mother
O285,Abnormal chromosomal and genetic finding on antenatal screening of mother
O288,Other abnormal findings on antenatal screening of mother
O289,Abnormal finding on antenatal screening of mother, unspecified
O293,Toxic reaction to local anaesthesia during pregnancy
O294,Spinal and epidural anaesthesia-induced headache during pregnancy
O295,Other complications of spinal and epidural anaesthesia during pregnancy
O296,Failed or difficult intubation during pregnancy
O298,Other complications of anaesthesia during pregnancy
O299,Complication of anaesthesia during pregnancy, unspecified
O300,Twin pregnancy
O309,Multiple gestation, unspecified
O310,Papyraceous fetus
O320,Maternal care for unstable lie
O322,Maternal care for transverse and oblique lie
O340,Maternal care for congenital malformation of uterus
O342,Maternal care due to uterine scar from previous surgery
O344,Maternal care for other abnormalities of cervix
O345,Maternal care for other abnormalities of gravid uterus
O346,Maternal care for abnormality of vagina
O347,Maternal care for abnormality of vulva and perineum
O348,Maternal care for other abnormalities of pelvic organs
O349,Maternal care for abnormality of pelvic organ, unspecified
O350,Maternal care for (suspected) central nervous system malformation in fetus
O351,Maternal care for (suspected) chromosomal abnormality in fetus
O352,Maternal care for (suspected) hereditary disease in fetus
O353,Maternal care for (suspected) damage to fetus from viral disease in mother
O354,Maternal care for (suspected) damage to fetus from alcohol
O355,Maternal care for (suspected) damage to fetus by drugs
O356,Maternal care for (suspected) damage to fetus by radiation
O357,Maternal care for (suspected) damage to fetus by other medical procedures
O358,Maternal care for other (suspected) fetal abnormality and damage
O359,Maternal care for (suspected) fetal abnormality and damage, unspecified
O362,Maternal care for hydrops fetalis
O363,Maternal care for signs of fetal hypoxia
O364,Maternal care for intrauterine death
O365,Maternal care for poor fetal growth
O366,Maternal care for excessive fetal growth
O368,Maternal care for other specified fetal problems
O369,Maternal care for fetal problem, unspecified
O438,Other placental disorders
O439,Placental disorder, unspecified
O468,Other antepartum haemorrhage
O469,Antepartum haemorrhage, unspecified
O981,Syphilis complicating pregnancy, childbirth and the puerperium
O982,Gonorrhoea complicating pregnancy, childbirth and the puerperium
O983,Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium
O984,Viral hepatitis complicating pregnancy, childbirth and the puerperium
O985,Other viral diseases complicating pregnancy, childbirth and the puerperium
O986,Protozoal diseases complicating pregnancy, childbirth and the puerperium
O987,Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium
O988,Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium
O989,Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium
O990,Anaemia complicating pregnancy, childbirth and the puerperium
O996,Diseases of the digestive system complicating pregnancy, childbirth and the puerperium
O997,Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium
O998,Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium
Z351,Supervision of pregnancy with history of abortive outcome
Z357,Supervision of high-risk pregnancy due to social problems
Z358,Supervision of other high-risk pregnancies
Z359,Supervision of high-risk pregnancy, unspecified
