code,term
A441,Chordectomy of spinal cord
A442,Extirpation of lesion of spinal cord NEC
A443,Excision of lesion of intradural intramedullary spinal cord
A444,Excision of lesion of extradural spinal cord
A445,Excision of lesion of intradural extramedullary spinal cord
A448,Other specified partial extirpation of spinal cord
A449,Unspecified partial extirpation of spinal cord
A451,Stereotactic chordotomy of spinal cord
A452,Open chordotomy of spinal cord NEC
A453,Myelotomy of spinal cord
A454,Open biopsy of lesion of spinal cord
A455,Removal of foreign body from spinal cord
A456,Open aspiration of lesion of spinal cord
A458,Other specified other open operations on spinal cord
A481,Biopsy of lesion of spinal cord NEC
A491,Freeing of spinal tether NEC
A492,Closure of spinal myelomeningocele
A493,Closure of spinal meningocele
A494,Complex freeing of spinal tether
A498,Other specified repair of spina bifida
A499,Unspecified repair of spina bifida
A511,Extirpation of lesion of meninges of spinal cord
A512,Freeing of adhesions of meninges of spinal cord
A513,Biopsy of lesion of meninges of spinal cord
A514,Endoscopic division of epidural adhesions
A515,Repair of dura of spinal cord
A518,Other specified other operations on meninges of spinal cord
A531,Cerebrospinal syringostomy
A533,Creation of syringoperitoneal shunt
A571,Extirpation of lesion of spinal nerve root
A576,Reimplantation of spinal nerves into spinal cord
