code,term
Q351,Endoscopic bilateral cauterisation of fallopian tubes
Q352,Endoscopic bilateral clipping of fallopian tubes
Q353,Endoscopic bilateral ringing of fallopian tubes
Q354,Endoscopic bilateral placement of intrafallopian implants
Q358,Other specified endoscopic bilateral occlusion of fallopian tubes
Q359,Unspecified endoscopic bilateral occlusion of fallopian tubes
Q361,Endoscopic occlusion of remaining solitary fallopian tube
Q362,Endoscopic placement of intrafallopian implant into remaining solitary fallopian tube
Q368,Other specified other endoscopic occlusion of fallopian tube
Q369,Unspecified other endoscopic occlusion of fallopian tube
Q371,Endoscopic removal of clip from fallopian tube
Q379,Unspecified endoscopic reversal of female sterilisation
Q382,Endoscopic injection into fallopian tube
Q389,Unspecified other therapeutic endoscopic operations on fallopian tube
Q391,Diagnostic endoscopic examination of fallopian tube and biopsy of lesion of fallopian tube
Q398,Other specified diagnostic endoscopic examination of fallopian tube
Q399,Unspecified diagnostic endoscopic examination of fallopian tube
Q491,Endoscopic extirpation of lesion of ovary NEC
Q493,Endoscopic drainage of cyst of ovary
Q494,Endoscopic drilling of ovary
Q498,Other specified therapeutic endoscopic operations on ovary
Q499,Unspecified therapeutic endoscopic operations on ovary
Q501,Diagnostic endoscopic examination of ovary and biopsy of lesion of ovary
Q508,Other specified diagnostic endoscopic examination of ovary
Q509,Unspecified diagnostic endoscopic examination of ovary
Q562,Fertiloscopy
