code,term
G154,Fibreoptic endoscopic insertion of tubal prosthesis into oesophagus
G156,Fibreoptic endoscopic insertion of expanding metal stent into oesophagus NEC
G157,Fibreoptic endoscopic insertion of expanding covered metal stent into oesophagus
G184,Endoscopic insertion of tubal prosthesis into oesophagus using rigid oesophagoscope
G215,Insertion of stent into oesophagus NEC
G441,Fibreoptic endoscopic insertion of prosthesis into upper gastrointestinal tract
G543,Endoscopic insertion of tubal prosthesis into duodenum
H214,Fibreoptic endoscopic insertion of expanding metal stent into colon
H243,Endoscopic insertion of tubal prosthesis into lower bowel using fibreoptic sigmoidoscope
H244,Endoscopic insertion of expanding metal stent into lower bowel using fibreoptic sigmoidoscope
H274,Endoscopic insertion of expanding metal stent into sigmoid colon using rigid sigmoidoscope
H314,Image guided insertion of colorectal stent
