code,term
D211,Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder
D212,Benign neoplasm: Connective and other soft tissue of lower limb, including hip
D213,Benign neoplasm: Connective and other soft tissue of thorax
D214,Benign neoplasm: Connective and other soft tissue of abdomen
D215,Benign neoplasm: Connective and other soft tissue of pelvis
D216,Benign neoplasm: Connective and other soft tissue of trunk, unspecified
D219,Benign neoplasm: Connective and other soft tissue, unspecified
M242,Disorder of ligament
M2420,Disorder of ligament: Multiple sites
M2421,Disorder of ligament: Shoulder region
M2422,Disorder of ligament: Upper arm
M2423,Disorder of ligament: Forearm
M2424,Disorder of ligament: Hand
M2425,Disorder of ligament: Pelvic region and thigh
M2426,Disorder of ligament: Lower leg
M2427,Disorder of ligament: Ankle and foot
M2428,Disorder of ligament: Other
M2429,Disorder of ligament: Site unspecified
M357,Hypermobility syndrome
M602,Foreign body granuloma of soft tissue, not elsewhere classified
M6020,Foreign body granuloma of soft tissue, not elsewhere classified: Multiple sites
M6021,Foreign body granuloma of soft tissue, not elsewhere classified: Shoulder region
M6022,Foreign body granuloma of soft tissue, not elsewhere classified: Upper arm
M6023,Foreign body granuloma of soft tissue, not elsewhere classified: Forearm
M6024,Foreign body granuloma of soft tissue, not elsewhere classified: Hand
M6025,Foreign body granuloma of soft tissue, not elsewhere classified: Pelvic region and thigh
M6026,Foreign body granuloma of soft tissue, not elsewhere classified: Lower leg
M6027,Foreign body granuloma of soft tissue, not elsewhere classified: Ankle and foot
M6028,Foreign body granuloma of soft tissue, not elsewhere classified: Other
M6029,Foreign body granuloma of soft tissue, not elsewhere classified: Site unspecified
M610,Myositis ossificans traumatica
M6100,Myositis ossificans traumatica: Multiple sites
M6101,Myositis ossificans traumatica: Shoulder region
M6102,Myositis ossificans traumatica: Upper arm
M6103,Myositis ossificans traumatica: Forearm
M6104,Myositis ossificans traumatica: Hand
M6105,Myositis ossificans traumatica: Pelvic region and thigh
M6106,Myositis ossificans traumatica: Lower leg
M6107,Myositis ossificans traumatica: Ankle and foot
M6108,Myositis ossificans traumatica: Other
M6109,Myositis ossificans traumatica: Site unspecified
M611,Myositis ossificans progressiva
M6110,Myositis ossificans progressiva: Multiple sites
M6111,Myositis ossificans progressiva: Shoulder region
M6112,Myositis ossificans progressiva: Upper arm
M6113,Myositis ossificans progressiva: Forearm
M6114,Myositis ossificans progressiva: Hand
M6115,Myositis ossificans progressiva: Pelvic region and thigh
M6116,Myositis ossificans progressiva: Lower leg
M6117,Myositis ossificans progressiva: Ankle and foot
M6118,Myositis ossificans progressiva: Other
M6119,Myositis ossificans progressiva: Site unspecified
M612,Paralytic calcification and ossification of muscle
M6120,Paralytic calcification and ossification of muscle: Multiple sites
M6121,Paralytic calcification and ossification of muscle: Shoulder region
M6122,Paralytic calcification and ossification of muscle: Upper arm
M6123,Paralytic calcification and ossification of muscle: Forearm
M6124,Paralytic calcification and ossification of muscle: Hand
M6125,Paralytic calcification and ossification of muscle: Pelvic region and thigh
M6126,Paralytic calcification and ossification of muscle: Lower leg
M6127,Paralytic calcification and ossification of muscle: Ankle and foot
M6128,Paralytic calcification and ossification of muscle: Other
M6129,Paralytic calcification and ossification of muscle: Site unspecified
M613,Calcification and ossification of muscles associated with burns
M6130,Calcification and ossification of muscles associated with burns: Multiple sites
M6131,Calcification and ossification of muscles associated with burns: Shoulder region
M6132,Calcification and ossification of muscles associated with burns: Upper arm
M6133,Calcification and ossification of muscles associated with burns: Forearm
M6134,Calcification and ossification of muscles associated with burns: Hand
M6135,Calcification and ossification of muscles associated with burns: Pelvic region and thigh
M6136,Calcification and ossification of muscles associated with burns: Lower leg
M6137,Calcification and ossification of muscles associated with burns: Ankle and foot
M6138,Calcification and ossification of muscles associated with burns: Other
M6139,Calcification and ossification of muscles associated with burns: Site unspecified
M614,Other calcification of muscle
M6140,Other calcification of muscle: Multiple sites
M6141,Other calcification of muscle: Shoulder region
M6142,Other calcification of muscle: Upper arm
M6143,Other calcification of muscle: Forearm
M6144,Other calcification of muscle: Hand
M6145,Other calcification of muscle: Pelvic region and thigh
M6146,Other calcification of muscle: Lower leg
M6147,Other calcification of muscle: Ankle and foot
M6148,Other calcification of muscle: Other
M6149,Other calcification of muscle: Site unspecified
M615,Other ossification of muscle
M6150,Other ossification of muscle: Multiple sites
M6151,Other ossification of muscle: Shoulder region
M6152,Other ossification of muscle: Upper arm
M6153,Other ossification of muscle: Forearm
M6154,Other ossification of muscle: Hand
M6155,Other ossification of muscle: Pelvic region and thigh
M6156,Other ossification of muscle: Lower leg
M6157,Other ossification of muscle: Ankle and foot
M6158,Other ossification of muscle: Other
M6159,Other ossification of muscle: Site unspecified
M619,Calcification and ossification of muscle, unspecified
M6190,Calcification and ossification of muscle, unspecified: Multiple sites
M6191,Calcification and ossification of muscle, unspecified: Shoulder region
M6192,Calcification and ossification of muscle, unspecified: Upper arm
M6193,Calcification and ossification of muscle, unspecified: Forearm
M6194,Calcification and ossification of muscle, unspecified: Hand
M6195,Calcification and ossification of muscle, unspecified: Pelvic region and thigh
M6196,Calcification and ossification of muscle, unspecified: Lower leg
M6197,Calcification and ossification of muscle, unspecified: Ankle and foot
M6198,Calcification and ossification of muscle, unspecified: Other
M6199,Calcification and ossification of muscle, unspecified: Site unspecified
M620,Diastasis of muscle
M6200,Diastasis of muscle: Multiple sites
M6201,Diastasis of muscle: Shoulder region
M6202,Diastasis of muscle: Upper arm
M6203,Diastasis of muscle: Forearm
M6204,Diastasis of muscle: Hand
M6205,Diastasis of muscle: Pelvic region and thigh
M6206,Diastasis of muscle: Lower leg
M6207,Diastasis of muscle: Ankle and foot
M6208,Diastasis of muscle: Other
M6209,Diastasis of muscle: Site unspecified
M621,Other rupture of muscle (nontraumatic)
M6210,Other rupture of muscle (nontraumatic): Multiple sites
M6211,Other rupture of muscle (nontraumatic): Shoulder region
M6212,Other rupture of muscle (nontraumatic): Upper arm
M6213,Other rupture of muscle (nontraumatic): Forearm
M6214,Other rupture of muscle (nontraumatic): Hand
M6215,Other rupture of muscle (nontraumatic): Pelvic region and thigh
M6216,Other rupture of muscle (nontraumatic): Lower leg
M6217,Other rupture of muscle (nontraumatic): Ankle and foot
M6218,Other rupture of muscle (nontraumatic): Other
M6219,Other rupture of muscle (nontraumatic): Site unspecified
M622,Ischaemic infarction of muscle
M6220,Ischaemic infarction of muscle: Multiple sites
M6221,Ischaemic infarction of muscle: Shoulder region
M6222,Ischaemic infarction of muscle: Upper arm
M6223,Ischaemic infarction of muscle: Forearm
M6224,Ischaemic infarction of muscle: Hand
M6225,Ischaemic infarction of muscle: Pelvic region and thigh
M6226,Ischaemic infarction of muscle: Lower leg
M6227,Ischaemic infarction of muscle: Ankle and foot
M6228,Ischaemic infarction of muscle: Other
M6229,Ischaemic infarction of muscle: Site unspecified
M623,Immobility syndrome (paraplegic)
M6230,Immobility syndrome (paraplegic): Multiple sites
M6231,Immobility syndrome (paraplegic): Shoulder region
M6232,Immobility syndrome (paraplegic): Upper arm
M6233,Immobility syndrome (paraplegic): Forearm
M6234,Immobility syndrome (paraplegic): Hand
M6235,Immobility syndrome (paraplegic): Pelvic region and thigh
M6236,Immobility syndrome (paraplegic): Lower leg
M6237,Immobility syndrome (paraplegic): Ankle and foot
M6238,Immobility syndrome (paraplegic): Other
M6239,Immobility syndrome (paraplegic): Site unspecified
M624,Contracture of muscle
M6240,Contracture of muscle: Multiple sites
M6241,Contracture of muscle: Shoulder region
M6242,Contracture of muscle: Upper arm
M6243,Contracture of muscle: Forearm
M6244,Contracture of muscle: Hand
M6245,Contracture of muscle: Pelvic region and thigh
M6246,Contracture of muscle: Lower leg
M6247,Contracture of muscle: Ankle and foot
M6248,Contracture of muscle: Other
M6249,Contracture of muscle: Site unspecified
M626,Muscle strain
M6260,Muscle strain: Multiple sites
M6261,Muscle strain: Shoulder region
M6262,Muscle strain: Upper arm
M6263,Muscle strain: Forearm
M6264,Muscle strain: Hand
M6265,Muscle strain: Pelvic region and thigh
M6266,Muscle strain: Lower leg
M6267,Muscle strain: Ankle and foot
M6268,Muscle strain: Other
M6269,Muscle strain: Site unspecified
M628,Other specified disorders of muscle
M6280,Other specified disorders of muscle: Multiple sites
M6281,Other specified disorders of muscle: Shoulder region
M6282,Other specified disorders of muscle: Upper arm
M6283,Other specified disorders of muscle: Forearm
M6284,Other specified disorders of muscle: Hand
M6285,Other specified disorders of muscle: Pelvic region and thigh
M6286,Other specified disorders of muscle: Lower leg
M6287,Other specified disorders of muscle: Ankle and foot
M6288,Other specified disorders of muscle: Other
M6289,Other specified disorders of muscle: Site unspecified
M629,Disorder of muscle, unspecified
M6290,Disorder of muscle, unspecified: Multiple sites
M6291,Disorder of muscle, unspecified: Shoulder region
M6292,Disorder of muscle, unspecified: Upper arm
M6293,Disorder of muscle, unspecified: Forearm
M6294,Disorder of muscle, unspecified: Hand
M6295,Disorder of muscle, unspecified: Pelvic region and thigh
M6296,Disorder of muscle, unspecified: Lower leg
