Code,Term
M121,Percutaneous pyeloureterodynamics
M132,Percutaneous drainage of kidney
M133,Percutaneous aspiration of kidney NEC
M136,Percutaneous insertion of nephrostomy tube
M139,Unspecified percutaneous puncture of kidney
M331,Percutaneous insertion of metallic stent into ureter
M332,Percutaneous insertion of plastic stent into ureter
M333,Percutaneous replacement of metallic stent into ureter
M334,Percutaneous replacement of plastic stent into ureter
M335,Percutaneous insertion of ureteric stent into ureter NEC
M338,Other specified percutaneous ureteric stent procedures
M339,Unspecified percutaneous ureteric stent procedures
