code,term
E222,Syndrome of inappropriate secretion of antidiuretic hormone
E232,Diabetes insipidus
E612,Magnesium deficiency
E790,Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease
E834,Disorders of magnesium metabolism
E835,Disorders of calcium metabolism
E86X,Volume depletion
E870,Hyperosmolality and hypernatraemia
E871,Hypo-osmolality and hyponatraemia
E872,Acidosis
E873,Alkalosis
E874,Mixed disorder of acid-base balance
E875,Hyperkalaemia
E876,Hypokalaemia
E877,Fluid overload
E878,Other disorders of electrolyte and fluid balance, not elsewhere classified
R290,Tetany
R631,Polydipsia
