Code,Term
K601,Implantation of intravenous cardiac pacemaker system NEC
K603,Renewal of intravenous cardiac pacemaker system NEC
K605,Implantation of intravenous single chamber cardiac pacemaker system
K608,Other specified cardiac pacemaker system introduced through vein
K609,Unspecified cardiac pacemaker system introduced through vein
K611,Implantation of cardiac pacemaker system NEC
K613,Renewal of cardiac pacemaker system NEC
K615,Implantation of single chamber cardiac pacemaker system
K618,Other specified other cardiac pacemaker system
K619,Unspecified other cardiac pacemaker system
K731,Renewal of intravenous single chamber cardiac pacemaker system
K741,Renewal of single chamber cardiac pacemaker system NEC
