Code,Term
S543,Toilet to burnt skin of head or neck NEC
S544,Dressing of burnt skin of head or neck NEC
S545,Attention to dressing of burnt skin of head or neck
S546,Cleansing and sterilisation of burnt skin of head or neck
S547,Dressing of burnt skin of head or neck using vacuum assisted closure device
S548,Other specified exploration of burnt skin of head or neck
S549,Unspecified exploration of burnt skin of head or neck
S553,Toilet to burnt skin NEC
S554,Dressing of burnt skin NEC
S555,Attention to dressing of burnt skin NEC
S556,Cleansing and sterilisation of burnt skin NEC
S557,Dressing of burnt skin using vacuum assisted closure device NEC
S558,Other specified exploration of burnt skin of other site
S559,Unspecified exploration of burnt skin of other site
