Code,Term
Q103,Dilation of cervix uteri and curettage of uterus NEC
Q114,Extraction of menses
Q123,Removal of displaced intrauterine contraceptive device NEC
Q151,Introduction of radioactive substance into uterine cavity
Q152,Introduction of therapeutic substance into uterine cavity NEC
Q153,Injection into uterine cavity NEC
Q206,Focused ultrasound to lesion of uterus
Q412,Hydrotubation of fallopian tube
Q413,Dye test of fallopian tube
Q414,Insufflation of fallopian tube
Q415,Operations to ensure patency of fallopian tube NEC
Q417,Aspiration of fallopian tube
Q418,Other specified other operations on fallopian tube
