code,term
F327,Surgically assisted expansion of palate using orthodontic appliance
S291,Distant osteocutaneous pedicle flap to head or neck
S293,Distant osteocutaneous flap to head or neck NEC
S321,Distant osteomusculocutaneous pedicle flap of head or neck
S323,Distant osteomusculocutaneous flap to head or neck NEC
V061,Medial maxillectomy
V068,Other specified excision of maxilla
V069,Unspecified excision of maxilla
V071,Extensive excision of bone of face
V101,Intracranial osteotomy of bone of face
V102,Transorbital subcranial osteotomy of bone of face
V134,Bipartition of facial bones and maxilla
V143,Partial excision of mandible NEC
V148,Other specified excision of mandible
V201,Total prosthetic replacement of temporomandibular joint
