code,term
H041,Panproctocolectomy and ileostomy
H042,Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ
H043,Panproctocolectomy and anastomosis of ileum to anus NEC
H048,Other specified total excision of colon and rectum
H049,Unspecified total excision of colon and rectum
H051,Total colectomy and anastomosis of ileum to rectum
H052,Total colectomy and ileostomy and creation of rectal fistula HFQ
H053,Total colectomy and ileostomy NEC
H064,Extended right hemicolectomy and ileostomy HFQ
H074,Right hemicolectomy and ileostomy HFQ
H084,Transverse colectomy and ileostomy HFQ
H085,Transverse colectomy and exteriorisation of bowel NEC
H094,Left hemicolectomy and ileostomy HFQ
H095,Left hemicolectomy and exteriorisation of bowel NEC
H104,Sigmoid colectomy and ileostomy HFQ
H105,Sigmoid colectomy and exteriorisation of bowel NEC
H114,Colectomy and ileostomy NEC
H115,Colectomy and exteriorisation of bowel NEC
H151,Loop colostomy
H152,End colostomy
H158,Other specified other exteriorisation of colon
H291,Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus
H292,Subtotal excision of colon and rectum and creation of colonic pouch NEC
H293,Subtotal excision of colon and creation of colonic pouch and anastomosis of colon to rectum
H294,Subtotal excision of colon and creation of colonic pouch NEC
H331,Abdominoperineal excision of rectum and end colostomy
H332,Proctectomy and anastomosis of colon to anus
H333,Anterior resection of rectum and anastomosis of colon to rectum using staples
H334,Anterior resection of rectum and anastomosis NEC
H335,Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel
H336,Anterior resection of rectum and exteriorisation of bowel
H337,Perineal resection of rectum HFQ
H338,Other specified excision of rectum
H504,Reanastomosis of rectum to anal canal for correction of congenital atresia of rectum NEC
