code,term
T008,Superficial injuries involving other combinations of body regions
T018,Open wounds involving other combinations of body regions
T028,Fractures involving other combinations of body regions
T0280,Fractures involving other combinations of body regions: closed
T0281,Fractures involving other combinations of body regions: open
T038,Dislocations, sprains and strains involving other combinations of body regions
T048,Crushing injuries involving other combinations of body regions
T058,Traumatic amputations involving other combinations of body regions
T064,Injuries of muscles and tendons involving multiple body regions
T068,Other specified injuries involving multiple body regions
T793,Post-traumatic wound infection, not elsewhere classified
T796,Traumatic ischaemia of muscle
T797,Traumatic subcutaneous emphysema
T798,Other early complications of trauma
T799,Unspecified early complication of trauma
