code,term
C810,Nodular lymphocyte predominant Hodgkin lymphoma
C811,Nodular sclerosis (classical) Hodgkin lymphoma
C812,Mixed cellularity (classical) Hodgkin lymphoma
C813,Lymphocyte depleted (classical) Hodgkin lymphoma
C814,Lymphocyte-rich (classical) Hodgkin lymphoma
C817,Other (classical) Hodgkin lymphoma
C819,Hodgkin lymphoma, unspecified
C820,Follicular lymphoma grade I
C821,Follicular lymphoma grade II
C822,Follicular lymphoma grade III, unspecified
C823,Follicular lymphoma grade IIIa
C824,Follicular lymphoma grade IIIb
C825,Diffuse follicle centre lymphoma
C826,Cutaneous follicle centre lymphoma
C827,Other types of follicular lymphoma
C829,Follicular lymphoma, unspecified
C830,Small cell B-cell lymphoma
C831,Mantle cell lymphoma
C833,Diffuse large B-cell lymphoma
C835,Lymphoblastic (diffuse) lymphoma
C837,Burkitt lymphoma
C838,Other non-follicular lymphoma
C839,Non-follicular (diffuse) lymphoma, unspecified
C841,Sezary disease
C844,Peripheral T-cell lymphoma, not elsewhere classified
C845,Other mature T/NK-cell lymphomas
C846,Anaplastic large cell lymphoma, ALK-positive
C847,Anaplastic large cell lymphoma, ALK-negative
C848,Cutaneous T-cell lymphoma, unspecified
C849,Mature T/NK-cell lymphoma, unspecified
C851,B-cell lymphoma, unspecified
C852,Mediastinal (thymic) large B-cell lymphoma
C857,Other specified types of non-Hodgkin lymphoma
C859,Non-Hodgkin lymphoma, unspecified
C860,Extranodal NK/T-cell lymphoma, nasal type
C861,Hepatosplenic T-cell lymphoma
C862,Enteropathy-type (intestinal) T-cell lymphoma
C863,Subcutaneous panniculitis-like T-cell lymphoma
C864,Blastic NK-cell lymphoma
C865,Angioimmunoblastic T-cell lymphoma
C866,Primary cutaneous CD30-positive T-cell proliferations
C880,Waldenstrom macroglobulinaemia
C883,Immunoproliferative small intestinal disease
C884,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma]
C889,Malignant immunoproliferative disease, unspecified
C964,Sarcoma of dendritic cells (accessory cells)
C969,Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified
D477,Other specified neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue
D763,Other histiocytosis syndromes
