code,term
Q00,Anencephaly and similar malformations
Q00-Q07,Congenital malformations of the nervous system
Q000,Anencephaly
Q001,Craniorachischisis
Q002,Iniencephaly
Q01,Encephalocele
Q010,Frontal encephalocele
Q011,Nasofrontal encephalocele
Q012,Occipital encephalocele
Q018,Encephalocele of other sites
Q019,"Encephalocele, unspecified"
Q02,Microcephaly
Q03,Congenital hydrocephalus
Q030,Malformations of aqueduct of Sylvius
Q031,Atresia of foramina of Magendie and Luschka
Q038,Other congenital hydrocephalus
Q039,"Congenital hydrocephalus, unspecified"
Q04,Other congenital malformations of brain
Q040,Congenital malformations of corpus callosum
Q041,Arhinencephaly
Q042,Holoprosencephaly
Q043,Other reduction deformities of brain
Q044,Septo-optic dysplasia
Q045,Megalencephaly
Q046,Congenital cerebral cysts
Q048,Other specified congenital malformations of brain
Q049,"Congenital malformation of brain, unspecified"
Q05,Spina bifida
Q050,Cervical spina bifida with hydrocephalus
Q051,Thoracic spina bifida with hydrocephalus
Q052,Lumbar spina bifida with hydrocephalus
Q053,Sacral spina bifida with hydrocephalus
Q054,Unspecified spina bifida with hydrocephalus
Q055,Cervical spina bifida without hydrocephalus
Q056,Thoracic spina bifida without hydrocephalus
Q057,Lumbar spina bifida without hydrocephalus
Q058,Sacral spina bifida without hydrocephalus
Q059,"Spina bifida, unspecified"
Q06,Other congenital malformations of spinal cord
Q060,Amyelia
Q061,Hypoplasia and dysplasia of spinal cord
Q062,Diastematomyelia
Q063,Other congenital cauda equina malformations
Q064,Hydromyelia
Q068,Other specified congenital malformations of spinal cord
Q069,"Congenital malformation of spinal cord, unspecified"
Q07,Other congenital malformations of nervous system
Q070,Arnold-Chiari syndrome
Q078,Other specified congenital malformations of nervous system
Q079,"Congenital malformation of nervous system, unspecified"
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit"
Q10-Q18,"Congenital malformations of eye, ear, face and neck"
Q100,Congenital ptosis
Q101,Congenital ectropion
Q102,Congenital entropion
Q103,Other congenital malformations of eyelid
Q104,Absence and agenesis of lacrimal apparatus
Q105,Congenital stenosis and stricture of lacrimal duct
Q106,Other congenital malformations of lacrimal apparatus
Q107,Congenital malformation of orbit
Q11,"Anophthalmos, microphthalmos and macrophthalmos"
Q110,Cystic eyeball
Q111,Other anophthalmos
Q112,Microphthalmos
Q113,Macrophthalmos
Q12,Congenital lens malformations
Q120,Congenital cataract
Q121,Congenital displaced lens
Q122,Coloboma of lens
Q123,Congenital aphakia
Q124,Spherophakia
Q128,Other congenital lens malformations
Q129,"Congenital lens malformation, unspecified"
Q13,Congenital malformations of anterior segment of eye
Q130,Coloboma of iris
Q131,Absence of iris
Q132,Other congenital malformations of iris
Q133,Congenital corneal opacity
Q134,Other congenital corneal malformations
Q135,Blue sclera
Q138,Other congenital malformations of anterior segment of eye
Q139,"Congenital malformation of anterior segment of eye, unspecified"
Q14,Congenital malformations of posterior segment of eye
Q140,Congenital malformation of vitreous humour
Q141,Congenital malformation of retina
Q142,Congenital malformation of optic disc
Q143,Congenital malformation of choroid
Q148,Other congenital malformations of posterior segment of eye
Q149,"Congenital malformation of posterior segment of eye, unspecified"
Q15,Other congenital malformations of eye
Q150,Congenital glaucoma
Q158,Other specified congenital malformations of eye
Q159,"Congenital malformation of eye, unspecified"
Q16,Congenital malformations of ear causing impairment of hearing
Q160,Congenital absence of (ear) auricle
Q161,"Congenital absence, atresia and stricture of auditory canal (external)"
Q162,Absence of eustachian tube
Q163,Congenital malformation of ear ossicles
Q164,Other congenital malformations of middle ear
Q165,Congenital malformation of inner ear
Q169,"Congenital malformation of ear causing impairment of hearing, unspecified"
Q17,Other congenital malformations of ear
Q170,Accessory auricle
Q171,Macrotia
Q172,Microtia
Q173,Other misshapen ear
Q174,Misplaced ear
Q175,Prominent ear
Q178,Other specified congenital malformations of ear
Q179,"Congenital malformation of ear, unspecified"
Q18,Other congenital malformations of face and neck
Q180,"Sinus, fistula and cyst of branchial cleft"
Q181,Preauricular sinus and cyst
Q182,Other branchial cleft malformations
Q183,Webbing of neck
Q184,Macrostomia
Q185,Microstomia
Q186,Macrocheilia
Q187,Microcheilia
Q188,Other specified congenital malformations of face and neck
Q189,"Congenital malformation of face and neck, unspecified"
Q20,Congenital malformations of cardiac chambers and connections
Q20-Q28,Congenital malformations of the circulatory system
Q200,Common arterial trunk
Q201,Double outlet right ventricle
Q202,Double outlet left ventricle
Q203,Discordant ventriculoarterial connection
Q204,Double inlet ventricle
Q205,Discordant atrioventricular connection
Q206,Isomerism of atrial appendages
Q208,Other congenital malformations of cardiac chambers and connections
Q209,"Congenital malformation of cardiac chambers and connections, unspecified"
Q21,Congenital malformations of cardiac septa
Q210,Ventricular septal defect
Q211,Atrial septal defect
Q212,Atrioventricular septal defect
Q213,Tetralogy of Fallot
Q214,Aortopulmonary septal defect
Q218,Other congenital malformations of cardiac septa
Q219,"Congenital malformation of cardiac septum, unspecified"
Q22,Congenital malformations of pulmonary and tricuspid valves
Q220,Pulmonary valve atresia
Q221,Congenital pulmonary valve stenosis
Q222,Congenital pulmonary valve insufficiency
Q223,Other congenital malformations of pulmonary valve
Q224,Congenital tricuspid stenosis
Q225,Ebstein anomaly
Q226,Hypoplastic right heart syndrome
Q228,Other congenital malformations of tricuspid valve
Q229,"Congenital malformation of tricuspid valve, unspecified"
Q23,Congenital malformations of aortic and mitral valves
Q230,Congenital stenosis of aortic valve
Q231,Congenital insufficiency of aortic valve
Q232,Congenital mitral stenosis
Q233,Congenital mitral insufficiency
Q234,Hypoplastic left heart syndrome
Q238,Other congenital malformations of aortic and mitral valves
Q239,"Congenital malformation of aortic and mitral valves, unspecified"
Q24,Other congenital malformations of heart
Q240,Dextrocardia
Q241,Laevocardia
Q242,Cor triatriatum
Q243,Pulmonary infundibular stenosis
Q244,Congenital subaortic stenosis
Q245,Malformation of coronary vessels
Q246,Congenital heart block
Q248,Other specified congenital malformations of heart
Q249,"Congenital malformation of heart, unspecified"
Q25,Congenital malformations of great arteries
Q250,Patent ductus arteriosus
Q251,Coarctation of aorta
Q252,Atresia of aorta
Q253,Stenosis of aorta
Q254,Other congenital malformations of aorta
Q255,Atresia of pulmonary artery
Q256,Stenosis of pulmonary artery
Q257,Other congenital malformations of pulmonary artery
Q258,Other congenital malformations of great arteries
Q259,"Congenital malformation of great arteries, unspecified"
Q26,Congenital malformations of great veins
Q260,Congenital stenosis of vena cava
Q261,Persistent left superior vena cava
Q262,Total anomalous pulmonary venous connection
Q263,Partial anomalous pulmonary venous connection
Q264,"Anomalous pulmonary venous connection, unspecified"
Q265,Anomalous portal venous connection
Q266,Portal vein-hepatic artery fistula
Q268,Other congenital malformations of great veins
Q269,"Congenital malformation of great vein, unspecified"
Q27,Other congenital malformations of peripheral vascular system
Q270,Congenital absence and hypoplasia of umbilical artery
Q271,Congenital renal artery stenosis
Q272,Other congenital malformations of renal artery
Q273,Peripheral arteriovenous malformation
Q274,Congenital phlebectasia
Q278,Other specified congenital malformations of peripheral vascular system
Q279,"Congenital malformation of peripheral vascular system, unspecified"
Q28,Other congenital malformations of circulatory system
Q280,Arteriovenous malformation of precerebral vessels
Q281,Other malformations of precerebral vessels
Q282,Arteriovenous malformation of cerebral vessels
Q283,Other malformations of cerebral vessels
Q288,Other specified congenital malformations of circulatory system
Q289,"Congenital malformation of circulatory system, unspecified"
Q30,Congenital malformations of nose
Q30-Q34,Congenital malformations of the respiratory system
Q300,Choanal atresia
Q301,Agenesis and underdevelopment of nose
Q302,"Fissured, notched and cleft nose"
Q303,Congenital perforated nasal septum
Q308,Other congenital malformations of nose
Q309,"Congenital malformation of nose, unspecified"
Q31,Congenital malformations of larynx
Q310,Web of larynx
Q311,Congenital subglottic stenosis
Q312,Laryngeal hypoplasia
Q313,Laryngocele
Q315,Congenital laryngomalacia
Q318,Other congenital malformations of larynx
Q319,"Congenital malformation of larynx, unspecified"
Q32,Congenital malformations of trachea and bronchus
Q320,Congenital tracheomalacia
Q321,Other congenital malformations of trachea
Q322,Congenital bronchomalacia
Q323,Congenital stenosis of bronchus
Q324,Other congenital malformations of bronchus
Q33,Congenital malformations of lung
Q330,Congenital cystic lung
Q331,Accessory lobe of lung
Q332,Sequestration of lung
Q333,Agenesis of lung
Q334,Congenital bronchiectasis
Q335,Ectopic tissue in lung
Q336,Hypoplasia and dysplasia of lung
Q338,Other congenital malformations of lung
Q339,"Congenital malformation of lung, unspecified"
Q34,Other congenital malformations of respiratory system
Q340,Anomaly of pleura
Q341,Congenital cyst of mediastinum
Q348,Other specified congenital malformations of respiratory system
Q349,"Congenital malformation of respiratory system, unspecified"
Q35,Cleft palate
Q35-Q37,Cleft lip and cleft palate
Q351,Cleft hard palate
Q353,Cleft soft palate
Q355,Cleft hard palate with cleft soft palate
Q357,Cleft uvula
Q359,"Cleft palate, unspecified"
Q36,Cleft lip
Q360,"Cleft lip, bilateral"
Q361,"Cleft lip, median"
Q369,"Cleft lip, unilateral"
Q37,Cleft palate with cleft lip
Q370,Cleft hard palate with bilateral cleft lip
Q371,Cleft hard palate with unilateral cleft lip
Q372,Cleft soft palate with bilateral cleft lip
Q373,Cleft soft palate with unilateral cleft lip
Q374,Cleft hard and soft palate with bilateral cleft lip
Q375,Cleft hard and soft palate with unilateral cleft lip
Q378,Unspecified cleft palate with bilateral cleft lip
Q379,Unspecified cleft palate with unilateral cleft lip
