code,term
I00,Rheumatic fever without mention of heart involvement
I00-I02,Acute rheumatic fever
I01,Rheumatic fever with heart involvement
I010,Acute rheumatic pericarditis
I011,Acute rheumatic endocarditis
I012,Acute rheumatic myocarditis
I018,Other acute rheumatic heart disease
I019,"Acute rheumatic heart disease, unspecified"
I02,Rheumatic chorea
I020,Rheumatic chorea with heart involvement
I029,Rheumatic chorea without heart involvement
I05,Rheumatic mitral valve diseases
I05-I09,Chronic rheumatic heart diseases
I050,Mitral stenosis
I051,Rheumatic mitral insufficiency
I052,Mitral stenosis with insufficiency
I058,Other mitral valve diseases
I059,"Mitral valve disease, unspecified"
I06,Rheumatic aortic valve diseases
I060,Rheumatic aortic stenosis
I061,Rheumatic aortic insufficiency
I062,Rheumatic aortic stenosis with insufficiency
I068,Other rheumatic aortic valve diseases
I069,"Rheumatic aortic valve disease, unspecified"
I07,Rheumatic tricuspid valve diseases
I070,Tricuspid stenosis
I071,Tricuspid insufficiency
I072,Tricuspid stenosis with insufficiency
I078,Other tricuspid valve diseases
I079,"Tricuspid valve disease, unspecified"
I08,Multiple valve diseases
I080,Disorders of both mitral and aortic valves
I081,Disorders of both mitral and tricuspid valves
I082,Disorders of both aortic and tricuspid valves
I083,"Combined disorders of mitral, aortic and tricuspid valves"
I088,Other multiple valve diseases
I089,"Multiple valve disease, unspecified"
I09,Other rheumatic heart diseases
I090,Rheumatic myocarditis
I091,"Rheumatic diseases of endocardium, valve unspecified"
I092,Chronic rheumatic pericarditis
I098,Other specified rheumatic heart diseases
I099,"Rheumatic heart disease, unspecified"
I10,Essential (primary) hypertension
I10-I15,Hypertensive diseases
I11,Hypertensive heart disease
I110,Hypertensive heart disease with (congestive) heart failure
I119,Hypertensive heart disease without (congestive) heart failure
I12,Hypertensive renal disease
I120,Hypertensive renal disease with renal failure
I129,Hypertensive renal disease without renal failure
I13,Hypertensive heart and renal disease
I130,Hypertensive heart and renal disease with (congestive) heart failure
I131,Hypertensive heart and renal disease with renal failure
I132,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure
I139,"Hypertensive heart and renal disease, unspecified"
I15,Secondary hypertension
I150,Renovascular hypertension
I151,Hypertension secondary to other renal disorders
I152,Hypertension secondary to endocrine disorders
I158,Other secondary hypertension
I159,"Secondary hypertension, unspecified"
I20,Angina pectoris
I20-I25,Ischaemic heart diseases
I200,Unstable angina
I201,Angina pectoris with documented spasm
I208,Other forms of angina pectoris
I209,"Angina pectoris, unspecified"
I21,Acute myocardial infarction
I210,Acute transmural myocardial infarction of anterior wall
I211,Acute transmural myocardial infarction of inferior wall
I212,Acute transmural myocardial infarction of other sites
I213,Acute transmural myocardial infarction of unspecified site
I214,Acute subendocardial myocardial infarction
I219,"Acute myocardial infarction, unspecified"
I22,Subsequent myocardial infarction
I220,Subsequent myocardial infarction of anterior wall
I221,Subsequent myocardial infarction of inferior wall
I228,Subsequent myocardial infarction of other sites
I229,Subsequent myocardial infarction of unspecified site
I23,Certain current complications following acute myocardial infarction
I230,Haemopericardium as current complication following acute myocardial infarction
I231,Atrial septal defect as current complication following acute myocardial infarction
I232,Ventricular septal defect as current complication following acute myocardial infarction
I233,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
I234,Rupture of chordae tendineae as current complication following acute myocardial infarction
I235,Rupture of papillary muscle as current complication following acute myocardial infarction
I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
I238,Other current complications following acute myocardial infarction
I24,Other acute ischaemic heart diseases
I240,Coronary thrombosis not resulting in myocardial infarction
I241,Dressler syndrome
I248,Other forms of acute ischaemic heart disease
I249,"Acute ischaemic heart disease, unspecified"
I25,Chronic ischaemic heart disease
I250,"Atherosclerotic cardiovascular disease, so described"
I251,Atherosclerotic heart disease
I252,Old myocardial infarction
I253,Aneurysm of heart
I254,Coronary artery aneurysm and dissection
I255,Ischaemic cardiomyopathy
I256,Silent myocardial ischaemia
I258,Other forms of chronic ischaemic heart disease
I259,"Chronic ischaemic heart disease, unspecified"
I26,Pulmonary embolism
I26-I28,Pulmonary heart disease and diseases of pulmonary circulation
I260,Pulmonary embolism with mention of acute cor pulmonale
I269,Pulmonary embolism without mention of acute cor pulmonale
I27,Other pulmonary heart diseases
I270,Primary pulmonary hypertension
I271,Kyphoscoliotic heart disease
I272,Other secondary pulmonary hypertension
I278,Other specified pulmonary heart diseases
I279,"Pulmonary heart disease, unspecified"
I28,Other diseases of pulmonary vessels
I280,Arteriovenous fistula of pulmonary vessels
I281,Aneurysm of pulmonary artery
I288,Other specified diseases of pulmonary vessels
I289,"Disease of pulmonary vessels, unspecified"
I30,Acute pericarditis
I30-I52,Other forms of heart disease
I300,Acute nonspecific idiopathic pericarditis
I301,Infective pericarditis
I308,Other forms of acute pericarditis
I309,"Acute pericarditis, unspecified"
I31,Other diseases of pericardium
I310,Chronic adhesive pericarditis
I311,Chronic constrictive pericarditis
I312,"Haemopericardium, not elsewhere classified"
I313,Pericardial effusion (noninflammatory)
I318,Other specified diseases of pericardium
I319,"Disease of pericardium, unspecified"
I32,Pericarditis in diseases classified elsewhere
I320,Pericarditis in bacterial diseases classified elsewhere
I321,Pericarditis in other infectious and parasitic diseases classified elsewhere
I328,Pericarditis in other diseases classified elsewhere
I33,Acute and subacute endocarditis
I330,Acute and subacute infective endocarditis
I339,"Acute endocarditis, unspecified"
I34,Nonrheumatic mitral valve disorders
I340,Mitral (valve) insufficiency
I341,Mitral (valve) prolapse
I342,Nonrheumatic mitral (valve) stenosis
I348,Other nonrheumatic mitral valve disorders
I349,"Nonrheumatic mitral valve disorder, unspecified"
I35,Nonrheumatic aortic valve disorders
I350,Aortic (valve) stenosis
I351,Aortic (valve) insufficiency
I352,Aortic (valve) stenosis with insufficiency
I358,Other aortic valve disorders
I359,"Aortic valve disorder, unspecified"
I36,Nonrheumatic tricuspid valve disorders
I360,Nonrheumatic tricuspid (valve) stenosis
I361,Nonrheumatic tricuspid (valve) insufficiency
I362,Nonrheumatic tricuspid (valve) stenosis with insufficiency
I368,Other nonrheumatic tricuspid valve disorders
I369,"Nonrheumatic tricuspid valve disorder, unspecified"
I37,Pulmonary valve disorders
I370,Pulmonary valve stenosis
I371,Pulmonary valve insufficiency
I372,Pulmonary valve stenosis with insufficiency
I378,Other pulmonary valve disorders
I379,"Pulmonary valve disorder, unspecified"
I38,"Endocarditis, valve unspecified"
I39,Endocarditis and heart valve disorders in diseases classified elsewhere
I390,Mitral valve disorders in diseases classified elsewhere
I391,Aortic valve disorders in diseases classified elsewhere
I392,Tricuspid valve disorders in diseases classified elsewhere
I393,Pulmonary valve disorders in diseases classified elsewhere
I394,Multiple valve disorders in diseases classified elsewhere
I398,"Endocarditis, valve unspecified, in diseases classified elsewhere"
I40,Acute myocarditis
I400,Infective myocarditis
I401,Isolated myocarditis
I408,Other acute myocarditis
I409,"Acute myocarditis, unspecified"
I41,Myocarditis in diseases classified elsewhere
I410,Myocarditis in bacterial diseases classified elsewhere
I411,Myocarditis in viral diseases classified elsewhere
I412,Myocarditis in other infectious and parasitic diseases classified elsewhere
I418,Myocarditis in other diseases classified elsewhere
I42,Cardiomyopathy
I420,Dilated cardiomyopathy
I421,Obstructive hypertrophic cardiomyopathy
I422,Other hypertrophic cardiomyopathy
I423,Endomyocardial (eosinophilic) disease
I424,Endocardial fibroelastosis
I425,Other restrictive cardiomyopathy
I426,Alcoholic cardiomyopathy
I427,Cardiomyopathy due to drugs and other external agents
I428,Other cardiomyopathies
I429,"Cardiomyopathy, unspecified"
I43,Cardiomyopathy in diseases classified elsewhere
I430,Cardiomyopathy in infectious and parasitic diseases classified elsewhere
I431,Cardiomyopathy in metabolic diseases
I432,Cardiomyopathy in nutritional diseases
I438,Cardiomyopathy in other diseases classified elsewhere
I44,Atrioventricular and left bundle-branch block
I440,"Atrioventricular block, first degree"
I441,"Atrioventricular block, second degree"
I442,"Atrioventricular block, complete"
I443,Other and unspecified atrioventricular block
I444,Left anterior fascicular block
I445,Left posterior fascicular block
I446,Other and unspecified fascicular block
I447,"Left bundle-branch block, unspecified"
I45,Other conduction disorders
I450,Right fascicular block
I451,Other and unspecified right bundle-branch block
I452,Bifascicular block
I453,Trifascicular block
I454,Nonspecific intraventricular block
I455,Other specified heart block
I456,Pre-excitation syndrome
I458,Other specified conduction disorders
I459,"Conduction disorder, unspecified"
I46,Cardiac arrest
I460,Cardiac arrest with successful resuscitation
I461,"Sudden cardiac death, so described"
I469,"Cardiac arrest, unspecified"
I47,Paroxysmal tachycardia
I470,Re-entry ventricular arrhythmia
I471,Supraventricular tachycardia
I472,Ventricular tachycardia
I479,"Paroxysmal tachycardia, unspecified"
I48,Atrial fibrillation and flutter
I480,Paroxysmal atrial fibrillation
I481,Persistent atrial fibrillation
I482,Chronic atrial fibrillation
I483,Typical atrial flutter
I484,Atypical atrial flutter
I489,"Atrial fibrillation and atrial flutter, unspecified"
I49,Other cardiac arrhythmias
I490,Ventricular fibrillation and flutter
I491,Atrial premature depolarization
I492,Junctional premature depolarization
I493,Ventricular premature depolarization
I494,Other and unspecified premature depolarization
I495,Sick sinus syndrome
I498,Other specified cardiac arrhythmias
I499,"Cardiac arrhythmia, unspecified"
I50,Heart failure
I500,Congestive heart failure
I501,Left ventricular failure
I509,"Heart failure, unspecified"
I51,Complications and ill-defined descriptions of heart disease
I510,"Cardiac septal defect, acquired"
I511,"Rupture of chordae tendineae, not elsewhere classified"
I512,"Rupture of papillary muscle, not elsewhere classified"
I513,"Intracardiac thrombosis, not elsewhere classified"
I514,"Myocarditis, unspecified"
I515,Myocardial degeneration
I516,"Cardiovascular disease, unspecified"
I517,Cardiomegaly
I518,Other ill-defined heart diseases
I519,"Heart disease, unspecified"
I52,Other heart disorders in diseases classified elsewhere
I520,Other heart disorders in bacterial diseases classified elsewhere
I521,Other heart disorders in other infectious and parasitic diseases classified elsewhere
I528,Other heart disorders in other diseases classified elsewhere
I60,Subarachnoid haemorrhage
I60-I69,Cerebrovascular diseases
I600,Subarachnoid haemorrhage from carotid siphon and bifurcation
I601,Subarachnoid haemorrhage from middle cerebral artery
I602,Subarachnoid haemorrhage from anterior communicating artery
I603,Subarachnoid haemorrhage from posterior communicating artery
I604,Subarachnoid haemorrhage from basilar artery
I605,Subarachnoid haemorrhage from vertebral artery
I606,Subarachnoid haemorrhage from other intracranial arteries
I607,"Subarachnoid haemorrhage from intracranial artery, unspecified"
I608,Other subarachnoid haemorrhage
I609,"Subarachnoid haemorrhage, unspecified"
I61,Intracerebral haemorrhage
I610,"Intracerebral haemorrhage in hemisphere, subcortical"
I611,"Intracerebral haemorrhage in hemisphere, cortical"
I612,"Intracerebral haemorrhage in hemisphere, unspecified"
I613,Intracerebral haemorrhage in brain stem
I614,Intracerebral haemorrhage in cerebellum
I615,"Intracerebral haemorrhage, intraventricular"
I616,"Intracerebral haemorrhage, multiple localized"
I618,Other intracerebral haemorrhage
I619,"Intracerebral haemorrhage, unspecified"
I62,Other nontraumatic intracranial haemorrhage
I620,Nontraumatic subdural haemorrhage
I621,Nontraumatic extradural haemorrhage
I629,"Intracranial haemorrhage (nontraumatic), unspecified"
I63,Cerebral infarction
I630,Cerebral infarction due to thrombosis of precerebral arteries
I631,Cerebral infarction due to embolism of precerebral arteries
I632,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries
I633,Cerebral infarction due to thrombosis of cerebral arteries
I634,Cerebral infarction due to embolism of cerebral arteries
I635,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries
I636,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic"
I638,Other cerebral infarction
I639,"Cerebral infarction, unspecified"
I64,"Stroke, not specified as haemorrhage or infarction"
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
I650,Occlusion and stenosis of vertebral artery
I651,Occlusion and stenosis of basilar artery
I652,Occlusion and stenosis of carotid artery
I653,Occlusion and stenosis of multiple and bilateral precerebral arteries
I658,Occlusion and stenosis of other precerebral artery
I659,Occlusion and stenosis of unspecified precerebral artery
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
I660,Occlusion and stenosis of middle cerebral artery
I661,Occlusion and stenosis of anterior cerebral artery
I662,Occlusion and stenosis of posterior cerebral artery
I663,Occlusion and stenosis of cerebellar arteries
I664,Occlusion and stenosis of multiple and bilateral cerebral arteries
I668,Occlusion and stenosis of other cerebral artery
I669,Occlusion and stenosis of unspecified cerebral artery
I67,Other cerebrovascular diseases
I670,"Dissection of cerebral arteries, nonruptured"
I671,"Cerebral aneurysm, nonruptured"
I672,Cerebral atherosclerosis
I673,Progressive vascular leukoencephalopathy
I674,Hypertensive encephalopathy
I675,Moyamoya disease
I676,Nonpyogenic thrombosis of intracranial venous system
I677,"Cerebral arteritis, not elsewhere classified"
I678,Other specified cerebrovascular diseases
I679,"Cerebrovascular disease, unspecified"
I68,Cerebrovascular disorders in diseases classified elsewhere
I680,Cerebral amyloid angiopathy E85.-
I681,Cerebral arteritis in infectious and parasitic diseases classified elsewhere
I682,Cerebral arteritis in other diseases classified elsewhere
I688,Other cerebrovascular disorders in diseases classified elsewhere
I69,Sequelae of cerebrovascular disease
I690,Sequelae of subarachnoid haemorrhage
I691,Sequelae of intracerebral haemorrhage
I692,Sequelae of other nontraumatic intracranial haemorrhage
I693,Sequelae of cerebral infarction
I694,"Sequelae of stroke, not specified as haemorrhage or infarction"
I698,Sequelae of other and unspecified cerebrovascular diseases
I70,Atherosclerosis
I70-I79,"Diseases of arteries, arterioles and capillaries"
I700,Atherosclerosis of aorta
I701,Atherosclerosis of renal artery
I702,Atherosclerosis of arteries of extremities
I708,Atherosclerosis of other arteries
I709,Generalized and unspecified atherosclerosis
I71,Aortic aneurysm and dissection
I710,Dissection of aorta [any part]
I711,"Thoracic aortic aneurysm, ruptured"
I712,"Thoracic aortic aneurysm, without mention of rupture"
I713,"Abdominal aortic aneurysm, ruptured"
I714,"Abdominal aortic aneurysm, without mention of rupture"
I715,"Thoracoabdominal aortic aneurysm, ruptured"
I716,"Thoracoabdominal aortic aneurysm, without mention of rupture"
I718,"Aortic aneurysm of unspecified site, ruptured"
I719,"Aortic aneurysm of unspecified site, without mention of rupture"
I72,Other aneurysm and dissection
I720,Aneurysm and dissection of carotid artery
I721,Aneurysm and dissection of artery of upper extremity
I722,Aneurysm and dissection of renal artery
I723,Aneurysm and dissection of iliac artery
I724,Aneurysm and dissection of artery of lower extremity
I725,Aneurysm and dissection of other precerebral arteries
I726,Aneurysm and dissection of vertebral artery
I728,Aneurysm and dissection of other specified arteries
I729,Aneurysm and dissection of unspecified site
I73,Other peripheral vascular diseases
I730,Raynaud syndrome
I731,Thromboangiitis obliterans [Buerger]
I738,Other specified peripheral vascular diseases
I739,"Peripheral vascular disease, unspecified"
I74,Arterial embolism and thrombosis
I740,Embolism and thrombosis of abdominal aorta
I741,Embolism and thrombosis of other and unspecified parts of aorta
I742,Embolism and thrombosis of arteries of upper extremities
I743,Embolism and thrombosis of arteries of lower extremities
I744,"Embolism and thrombosis of arteries of extremities, unspecified"
I745,Embolism and thrombosis of iliac artery
I748,Embolism and thrombosis of other arteries
I749,Embolism and thrombosis of unspecified artery
I77,Other disorders of arteries and arterioles
I770,"Arteriovenous fistula, acquired"
I771,Stricture of artery
I772,Rupture of artery
I773,Arterial fibromuscular dysplasia
I774,Coeliac artery compression syndrome
I775,Necrosis of artery
I776,"Arteritis, unspecified"
I778,Other specified disorders of arteries and arterioles
I779,"Disorder of arteries and arterioles, unspecified"
I78,Diseases of capillaries
I780,Hereditary haemorrhagic telangiectasia
I781,"Naevus, non-neoplastic"
I788,Other diseases of capillaries
I789,"Disease of capillaries, unspecified"
I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
I790,Aneurysm of aorta in diseases classified elsewhere
I791,Aortitis in diseases classified elsewhere
I792,Peripheral angiopathy in diseases classified elsewhere
I798,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
I80,Phlebitis and thrombophlebitis
I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"
I800,Phlebitis and thrombophlebitis of superficial vessels of lower extremities
I801,Phlebitis and thrombophlebitis of femoral vein
I802,Phlebitis and thrombophlebitis of other deep vessels of lower extremities
I803,"Phlebitis and thrombophlebitis of lower extremities, unspecified"
I808,Phlebitis and thrombophlebitis of other sites
I809,Phlebitis and thrombophlebitis of unspecified site
I81,Portal vein thrombosis
I82,Other venous embolism and thrombosis
I820,Budd-Chiari syndrome
I821,Thrombophlebitis migrans
I822,Embolism and thrombosis of vena cava
I823,Embolism and thrombosis of renal vein
I828,Embolism and thrombosis of other specified veins
I829,Embolism and thrombosis of unspecified vein
I83,Varicose veins of lower extremities
I830,Varicose veins of lower extremities with ulcer
I831,Varicose veins of lower extremities with inflammation
I832,Varicose veins of lower extremities with both ulcer and inflammation
I839,Varicose veins of lower extremities without ulcer or inflammation
I85,Oesophageal varices
I850,Oesophageal varices with bleeding
I859,Oesophageal varices without bleeding
I86,Varicose veins of other sites
I860,Sublingual varices
I861,Scrotal varices
I862,Pelvic varices
I863,Vulval varices
I864,Gastric varices
I868,Varicose veins of other specified sites
I87,Other disorders of veins
I870,Postthrombotic syndrome
I871,Compression of vein
I872,Venous insufficiency (chronic)(peripheral)
I878,Other specified disorders of veins
